date,league,home,away,home_score,away_score,odds_home,odds_draw,odds_away,odds_over25,odds_btts,odds_timing,source
2025-09-19,Ligue 1,Lyon,Angers,1,0,1.44,4.5,6.95,1.74,,closing,football-data:2526:F1
2025-09-19,Serie A,Lecce,Cagliari,1,2,2.84,2.9,2.74,2.52,,closing,football-data:2526:I1
2025-09-20,Bundesliga,Augsburg,Mainz,1,4,2.61,3.47,2.58,1.72,,closing,football-data:2526:D1
2025-09-20,Bundesliga,Hamburg,Heidenheim,2,1,1.77,3.87,4.2,1.64,,closing,football-data:2526:D1
2025-09-20,Bundesliga,Hoffenheim,Bayern Munich,1,4,6.98,5.37,1.37,1.32,,closing,football-data:2526:D1
2025-09-20,Bundesliga,RB Leipzig,FC Koln,3,1,1.86,4.01,3.64,1.4,,closing,football-data:2526:D1
2025-09-20,Bundesliga,Werder Bremen,Freiburg,0,3,2.37,3.55,2.79,1.64,,closing,football-data:2526:D1
2025-09-20,La Liga,Alaves,Sevilla,1,2,2.4,2.95,3.26,2.55,,closing,football-data:2526:SP1
2025-09-20,La Liga,Girona,Levante,0,4,1.85,3.71,4.03,1.68,,closing,football-data:2526:SP1
2025-09-20,La Liga,Real Madrid,Espanol,2,0,1.2,6.8,13.0,1.36,,closing,football-data:2526:SP1
2025-09-20,La Liga,Valencia,Ath Bilbao,2,0,3.42,3.11,2.25,2.28,,closing,football-data:2526:SP1
2025-09-20,La Liga,Villarreal,Osasuna,2,1,1.68,3.74,5.15,1.97,,closing,football-data:2526:SP1
2025-09-20,Ligue 1,Brest,Nice,4,1,2.96,3.54,2.27,1.66,,closing,football-data:2526:F1
2025-09-20,Ligue 1,Lens,Lille,3,0,2.23,3.45,3.1,1.77,,closing,football-data:2526:F1
2025-09-20,Ligue 1,Nantes,Rennes,2,2,3.82,3.45,1.96,1.97,,closing,football-data:2526:F1
2025-09-20,Premier League,Brighton,Tottenham,2,2,2.17,3.63,3.14,1.65,,closing,football-data:2526:E0
2025-09-20,Premier League,Burnley,Nott'm Forest,1,1,3.41,3.31,2.18,2.04,,closing,football-data:2526:E0
2025-09-20,Premier League,Fulham,Brentford,3,1,2.12,3.29,3.58,2.02,,closing,football-data:2526:E0
2025-09-20,Premier League,Liverpool,Everton,2,1,1.51,4.35,6.31,1.69,,closing,football-data:2526:E0
2025-09-20,Premier League,Man United,Chelsea,2,1,2.64,3.62,2.51,1.57,,closing,football-data:2526:E0
2025-09-20,Premier League,West Ham,Crystal Palace,1,2,3.04,3.42,2.31,1.83,,closing,football-data:2526:E0
2025-09-20,Premier League,Wolves,Leeds,1,3,2.88,3.08,2.58,2.3,,closing,football-data:2526:E0
2025-09-20,Serie A,Bologna,Genoa,2,1,2.04,3.01,4.25,2.6,,closing,football-data:2526:I1
2025-09-20,Serie A,Udinese,Milan,0,3,5.12,3.92,1.64,1.75,,closing,football-data:2526:I1
2025-09-20,Serie A,Verona,Juventus,1,1,6.62,3.98,1.52,1.99,,closing,football-data:2526:I1
2025-09-21,Bundesliga,Dortmund,Wolfsburg,1,0,1.52,4.57,5.36,1.43,,closing,football-data:2526:D1
2025-09-21,Bundesliga,Ein Frankfurt,Union Berlin,3,4,1.62,4.17,4.92,1.59,,closing,football-data:2526:D1
2025-09-21,Bundesliga,Leverkusen,M'gladbach,1,1,1.51,4.45,5.74,1.56,,closing,football-data:2526:D1
2025-09-21,La Liga,Barcelona,Getafe,3,0,1.23,6.31,11.4,1.44,,closing,football-data:2526:SP1
2025-09-21,La Liga,Elche,Oviedo,1,0,1.97,3.23,4.11,2.24,,closing,football-data:2526:SP1
2025-09-21,La Liga,Mallorca,Ath Madrid,1,1,4.94,3.51,1.75,2.15,,closing,football-data:2526:SP1
2025-09-21,La Liga,Vallecano,Celta,1,1,2.01,3.38,3.73,1.97,,closing,football-data:2526:SP1
2025-09-21,Ligue 1,Auxerre,Toulouse,1,0,3.29,3.25,2.23,2.05,,closing,football-data:2526:F1
2025-09-21,Ligue 1,Le Havre,Lorient,1,1,2.09,3.27,3.61,2.18,,closing,football-data:2526:F1
2025-09-21,Ligue 1,Monaco,Metz,5,2,1.3,5.64,8.57,1.41,,closing,football-data:2526:F1
2025-09-21,Ligue 1,Paris FC,Strasbourg,2,3,2.36,3.44,2.9,1.78,,closing,football-data:2526:F1
2025-09-21,Premier League,Arsenal,Man City,1,1,2.05,3.56,3.54,1.75,,closing,football-data:2526:E0
2025-09-21,Premier League,Bournemouth,Newcastle,0,0,2.38,3.29,3.02,1.86,,closing,football-data:2526:E0
2025-09-21,Premier League,Sunderland,Aston Villa,1,1,3.8,3.32,2.04,2.05,,closing,football-data:2526:E0
2025-09-21,Serie A,Cremonese,Parma,0,0,2.93,3.15,2.51,2.06,,closing,football-data:2526:I1
2025-09-21,Serie A,Fiorentina,Como,1,2,2.57,3.24,2.76,1.98,,closing,football-data:2526:I1
2025-09-21,Serie A,Inter,Sassuolo,2,1,1.3,5.5,9.3,1.49,,closing,football-data:2526:I1
2025-09-21,Serie A,Lazio,Roma,0,1,2.8,2.97,2.73,2.26,,closing,football-data:2526:I1
2025-09-21,Serie A,Torino,Atalanta,0,3,3.74,3.25,2.06,1.99,,closing,football-data:2526:I1
2025-09-22,Ligue 1,Marseille,Paris SG,1,0,3.99,3.81,1.82,1.61,,closing,football-data:2526:F1
2025-09-22,Serie A,Napoli,Pisa,3,2,1.3,5.05,11.17,1.91,,closing,football-data:2526:I1
2025-09-23,La Liga,Ath Bilbao,Girona,1,1,1.47,4.3,6.74,1.81,,closing,football-data:2526:SP1
2025-09-23,La Liga,Espanol,Valencia,2,2,2.32,3.16,3.2,2.23,,closing,football-data:2526:SP1
2025-09-23,La Liga,Levante,Real Madrid,1,4,7.68,5.56,1.34,1.41,,closing,football-data:2526:SP1
2025-09-23,La Liga,Sevilla,Villarreal,1,2,3.3,3.3,2.2,1.96,,closing,football-data:2526:SP1
2025-09-24,La Liga,Ath Madrid,Vallecano,3,2,1.45,4.31,7.35,1.89,,closing,football-data:2526:SP1
2025-09-24,La Liga,Getafe,Alaves,1,1,2.06,2.82,4.51,3.46,,closing,football-data:2526:SP1
2025-09-24,La Liga,Sociedad,Mallorca,1,0,1.74,3.54,4.96,2.09,,closing,football-data:2526:SP1
2025-09-25,La Liga,Osasuna,Elche,1,1,1.9,3.19,4.6,2.29,,closing,football-data:2526:SP1
2025-09-25,La Liga,Oviedo,Barcelona,1,3,12.37,6.7,1.21,1.46,,closing,football-data:2526:SP1
2025-09-26,Bundesliga,Bayern Munich,Werder Bremen,4,0,1.1,10.52,18.3,1.19,,closing,football-data:2526:D1
2025-09-26,La Liga,Girona,Espanol,0,0,2.55,3.25,2.78,2.02,,closing,football-data:2526:SP1
2025-09-26,Ligue 1,Strasbourg,Marseille,1,2,3.19,3.54,2.15,1.7,,closing,football-data:2526:F1
2025-09-27,Bundesliga,Heidenheim,Augsburg,2,1,2.82,3.46,2.39,1.73,,closing,football-data:2526:D1
2025-09-27,Bundesliga,M'gladbach,Ein Frankfurt,4,6,2.9,3.63,2.26,1.53,,closing,football-data:2526:D1
2025-09-27,Bundesliga,Mainz,Dortmund,0,2,3.39,3.76,2.0,1.56,,closing,football-data:2526:D1
2025-09-27,Bundesliga,St Pauli,Leverkusen,1,2,2.97,3.42,2.32,1.82,,closing,football-data:2526:D1
2025-09-27,Bundesliga,Wolfsburg,RB Leipzig,0,1,2.59,3.65,2.48,1.48,,closing,football-data:2526:D1
2025-09-27,La Liga,Ath Madrid,Real Madrid,5,2,3.08,3.48,2.23,1.75,,closing,football-data:2526:SP1
2025-09-27,La Liga,Getafe,Levante,1,1,2.11,3.05,3.91,2.57,,closing,football-data:2526:SP1
2025-09-27,La Liga,Mallorca,Alaves,1,0,2.45,2.86,3.32,2.96,,closing,football-data:2526:SP1
2025-09-27,La Liga,Villarreal,Ath Bilbao,1,0,2.02,3.29,3.81,1.98,,closing,football-data:2526:SP1
2025-09-27,Ligue 1,Lorient,Monaco,3,1,3.8,3.81,1.87,1.62,,closing,football-data:2526:F1
2025-09-27,Ligue 1,Paris SG,Auxerre,2,0,1.21,6.72,12.1,1.43,,closing,football-data:2526:F1
2025-09-27,Ligue 1,Toulouse,Nantes,2,2,1.69,3.66,5.17,1.99,,closing,football-data:2526:F1
2025-09-27,Premier League,Brentford,Man United,3,1,3.3,3.74,2.07,1.58,,closing,football-data:2526:E0
2025-09-27,Premier League,Chelsea,Brighton,1,3,1.98,3.75,3.57,1.64,,closing,football-data:2526:E0
2025-09-27,Premier League,Crystal Palace,Liverpool,2,1,4.01,3.71,1.87,1.71,,closing,football-data:2526:E0
2025-09-27,Premier League,Leeds,Bournemouth,2,2,2.96,3.23,2.46,1.99,,closing,football-data:2526:E0
2025-09-27,Premier League,Man City,Burnley,5,1,1.19,7.02,14.17,1.44,,closing,football-data:2526:E0
2025-09-27,Premier League,Nott'm Forest,Sunderland,0,1,1.75,3.69,4.73,1.95,,closing,football-data:2526:E0
2025-09-27,Premier League,Tottenham,Wolves,1,1,1.53,4.27,6.05,1.72,,closing,football-data:2526:E0
2025-09-27,Serie A,Cagliari,Inter,0,2,6.44,4.19,1.5,1.85,,closing,football-data:2526:I1
2025-09-27,Serie A,Como,Cremonese,1,1,1.41,4.53,7.86,1.81,,closing,football-data:2526:I1
2025-09-27,Serie A,Juventus,Atalanta,1,1,1.93,3.42,4.01,1.97,,closing,football-data:2526:I1
2025-09-28,Bundesliga,FC Koln,Stuttgart,1,2,2.53,3.62,2.55,1.5,,closing,football-data:2526:D1
2025-09-28,Bundesliga,Freiburg,Hoffenheim,1,1,2.29,3.35,3.08,1.77,,closing,football-data:2526:D1
2025-09-28,Bundesliga,Union Berlin,Hamburg,0,0,1.97,3.57,3.65,1.78,,closing,football-data:2526:D1
2025-09-28,La Liga,Barcelona,Sociedad,2,1,1.35,5.33,7.7,1.39,,closing,football-data:2526:SP1
2025-09-28,La Liga,Betis,Osasuna,2,0,1.82,3.57,4.36,1.95,,closing,football-data:2526:SP1
2025-09-28,La Liga,Elche,Celta,2,1,2.78,3.13,2.63,2.1,,closing,football-data:2526:SP1
2025-09-28,La Liga,Vallecano,Sevilla,0,1,1.99,3.31,3.91,2.04,,closing,football-data:2526:SP1
2025-09-28,Ligue 1,Angers,Brest,0,2,3.16,3.11,2.37,2.24,,closing,football-data:2526:F1
2025-09-28,Ligue 1,Lille,Lyon,0,1,2.26,3.44,3.04,1.71,,closing,football-data:2526:F1
2025-09-28,Ligue 1,Metz,Le Havre,0,0,2.56,3.29,2.71,1.89,,closing,football-data:2526:F1
2025-09-28,Ligue 1,Nice,Paris FC,1,1,2.04,3.58,3.4,1.69,,closing,football-data:2526:F1
2025-09-28,Ligue 1,Rennes,Lens,0,0,2.56,3.5,2.6,1.67,,closing,football-data:2526:F1
2025-09-28,Premier League,Aston Villa,Fulham,3,1,2.25,3.24,3.34,2.04,,closing,football-data:2526:E0
2025-09-28,Premier League,Newcastle,Arsenal,1,2,3.4,3.26,2.21,2.11,,closing,football-data:2526:E0
2025-09-28,Serie A,Lecce,Bologna,2,2,5.34,3.47,1.71,2.28,,closing,football-data:2526:I1
2025-09-28,Serie A,Milan,Napoli,2,1,1.91,3.41,4.11,2.03,,closing,football-data:2526:I1
2025-09-28,Serie A,Pisa,Fiorentina,0,0,3.47,3.22,2.17,2.13,,closing,football-data:2526:I1
2025-09-28,Serie A,Roma,Verona,2,0,1.41,4.34,8.28,1.99,,closing,football-data:2526:I1
2025-09-28,Serie A,Sassuolo,Udinese,3,1,2.36,3.13,3.17,2.11,,closing,football-data:2526:I1
2025-09-29,Premier League,Everton,West Ham,1,1,1.65,3.87,5.28,1.86,,closing,football-data:2526:E0
2025-09-29,Serie A,Genoa,Lazio,0,3,2.88,2.93,2.68,2.51,,closing,football-data:2526:I1
2025-09-29,Serie A,Parma,Torino,2,1,2.52,2.96,3.05,2.33,,closing,football-data:2526:I1
2025-09-30,La Liga,Valencia,Oviedo,1,2,1.69,3.55,5.39,2.24,,closing,football-data:2526:SP1
2025-10-03,Bundesliga,Hoffenheim,FC Koln,0,1,1.94,3.76,3.56,1.55,,closing,football-data:2526:D1
2025-10-03,La Liga,Osasuna,Getafe,2,1,2.16,2.83,4.06,3.24,,closing,football-data:2526:SP1
2025-10-03,Ligue 1,Paris FC,Lorient,2,0,1.76,3.75,4.42,1.71,,closing,football-data:2526:F1
2025-10-03,Premier League,Bournemouth,Fulham,3,1,1.95,3.43,4.01,2.06,,closing,football-data:2526:E0
2025-10-03,Serie A,Verona,Sassuolo,0,1,2.34,3.07,3.24,2.26,,closing,football-data:2526:I1
2025-10-04,Bundesliga,Augsburg,Wolfsburg,3,1,2.5,3.51,2.67,1.67,,closing,football-data:2526:D1
2025-10-04,Bundesliga,Dortmund,RB Leipzig,1,1,1.67,4.5,4.12,1.3,,closing,football-data:2526:D1
2025-10-04,Bundesliga,Ein Frankfurt,Bayern Munich,0,3,6.7,5.66,1.36,1.22,,closing,football-data:2526:D1
2025-10-04,Bundesliga,Leverkusen,Union Berlin,2,0,1.7,3.89,4.69,1.79,,closing,football-data:2526:D1
2025-10-04,Bundesliga,Werder Bremen,St Pauli,1,0,2.31,3.51,2.9,1.66,,closing,football-data:2526:D1
2025-10-04,La Liga,Ath Bilbao,Mallorca,2,1,1.61,3.67,6.03,2.22,,closing,football-data:2526:SP1
2025-10-04,La Liga,Girona,Valencia,2,1,2.36,3.27,3.01,1.96,,closing,football-data:2526:SP1
2025-10-04,La Liga,Oviedo,Levante,0,2,2.37,3.22,3.07,2.08,,closing,football-data:2526:SP1
2025-10-04,La Liga,Real Madrid,Villarreal,3,1,1.39,5.07,6.76,1.41,,closing,football-data:2526:SP1
2025-10-04,Ligue 1,Auxerre,Lens,1,2,3.5,3.59,2.01,1.79,,closing,football-data:2526:F1
2025-10-04,Ligue 1,Brest,Nantes,0,0,1.89,3.55,4.01,1.93,,closing,football-data:2526:F1
2025-10-04,Ligue 1,Metz,Marseille,0,3,5.77,4.29,1.53,1.66,,closing,football-data:2526:F1
2025-10-04,Premier League,Arsenal,West Ham,2,0,1.18,7.28,14.63,1.41,,closing,football-data:2526:E0
2025-10-04,Premier League,Chelsea,Liverpool,2,1,2.87,3.64,2.31,1.55,,closing,football-data:2526:E0
2025-10-04,Premier League,Leeds,Tottenham,1,2,2.75,3.35,2.55,1.91,,closing,football-data:2526:E0
2025-10-04,Premier League,Man United,Sunderland,2,0,1.61,4.22,5.1,1.64,,closing,football-data:2526:E0
2025-10-04,Serie A,Atalanta,Como,1,1,2.17,3.32,3.34,1.78,,closing,football-data:2526:I1
2025-10-04,Serie A,Inter,Cremonese,4,1,1.16,7.08,17.41,1.54,,closing,football-data:2526:I1
2025-10-04,Serie A,Lazio,Torino,3,3,1.99,3.22,3.99,2.09,,closing,football-data:2526:I1
2025-10-04,Serie A,Parma,Lecce,0,1,1.88,3.38,4.28,2.21,,closing,football-data:2526:I1
2025-10-05,Bundesliga,Hamburg,Mainz,4,0,3.08,3.67,2.14,1.54,,closing,football-data:2526:D1
2025-10-05,Bundesliga,M'gladbach,Freiburg,0,0,2.59,3.36,2.66,1.84,,closing,football-data:2526:D1
2025-10-05,Bundesliga,Stuttgart,Heidenheim,1,0,1.39,5.06,6.99,1.44,,closing,football-data:2526:D1
2025-10-05,La Liga,Alaves,Elche,3,1,2.2,2.92,3.81,2.71,,closing,football-data:2526:SP1
2025-10-05,La Liga,Celta,Ath Madrid,1,1,4.5,3.71,1.77,1.87,,closing,football-data:2526:SP1
2025-10-05,La Liga,Espanol,Betis,1,2,2.53,3.32,2.74,1.85,,closing,football-data:2526:SP1
2025-10-05,La Liga,Sevilla,Barcelona,4,1,5.73,4.75,1.48,1.43,,closing,football-data:2526:SP1
2025-10-05,La Liga,Sociedad,Vallecano,0,1,2.12,3.33,3.47,1.98,,closing,football-data:2526:SP1
2025-10-05,Ligue 1,Le Havre,Rennes,2,2,3.1,3.39,2.25,1.91,,closing,football-data:2526:F1
2025-10-05,Ligue 1,Lille,Paris SG,1,1,3.39,3.58,2.05,1.64,,closing,football-data:2526:F1
2025-10-05,Ligue 1,Lyon,Toulouse,1,2,1.98,3.4,3.8,1.95,,closing,football-data:2526:F1
2025-10-05,Ligue 1,Monaco,Nice,2,2,1.93,3.74,3.65,1.52,,closing,football-data:2526:F1
2025-10-05,Ligue 1,Strasbourg,Angers,5,0,1.72,3.64,4.84,2.0,,closing,football-data:2526:F1
2025-10-05,Premier League,Aston Villa,Burnley,2,1,1.55,4.05,6.13,1.88,,closing,football-data:2526:E0
2025-10-05,Premier League,Brentford,Man City,0,1,5.03,4.18,1.62,1.58,,closing,football-data:2526:E0
2025-10-05,Premier League,Everton,Crystal Palace,2,1,2.65,3.1,2.82,2.25,,closing,football-data:2526:E0
2025-10-05,Premier League,Newcastle,Nott'm Forest,2,0,1.51,4.42,6.06,1.64,,closing,football-data:2526:E0
2025-10-05,Premier League,Wolves,Brighton,1,1,3.46,3.53,2.08,1.77,,closing,football-data:2526:E0
2025-10-05,Serie A,Bologna,Pisa,4,0,1.66,3.63,5.51,2.19,,closing,football-data:2526:I1
2025-10-05,Serie A,Fiorentina,Roma,1,2,3.03,3.11,2.44,2.16,,closing,football-data:2526:I1
2025-10-05,Serie A,Juventus,Milan,0,0,2.74,3.01,2.73,2.05,,closing,football-data:2526:I1
2025-10-05,Serie A,Napoli,Genoa,2,1,1.46,3.98,8.2,2.23,,closing,football-data:2526:I1
2025-10-05,Serie A,Udinese,Cagliari,1,1,2.11,3.13,3.73,2.21,,closing,football-data:2526:I1
2025-10-17,Bundesliga,Union Berlin,M'gladbach,3,1,2.24,3.33,3.18,1.91,,closing,football-data:2526:D1
2025-10-17,La Liga,Oviedo,Espanol,0,2,2.87,3.04,2.61,2.37,,closing,football-data:2526:SP1
2025-10-17,Ligue 1,Paris SG,Strasbourg,3,3,1.39,5.08,7.09,1.43,,closing,football-data:2526:F1
2025-10-18,Bundesliga,Bayern Munich,Dortmund,2,1,1.35,5.52,7.41,1.3,,closing,football-data:2526:D1
2025-10-18,Bundesliga,FC Koln,Augsburg,1,1,1.98,3.78,3.43,1.54,,closing,football-data:2526:D1
2025-10-18,Bundesliga,Heidenheim,Werder Bremen,2,2,2.67,3.46,2.51,1.65,,closing,football-data:2526:D1
2025-10-18,Bundesliga,Mainz,Leverkusen,3,4,2.49,3.45,2.66,1.64,,closing,football-data:2526:D1
2025-10-18,Bundesliga,RB Leipzig,Hamburg,2,1,1.45,4.96,5.85,1.34,,closing,football-data:2526:D1
2025-10-18,Bundesliga,Wolfsburg,Stuttgart,0,3,2.83,3.52,2.35,1.66,,closing,football-data:2526:D1
2025-10-18,La Liga,Ath Madrid,Osasuna,1,0,1.33,4.98,9.3,1.72,,closing,football-data:2526:SP1
2025-10-18,La Liga,Barcelona,Girona,2,1,1.2,7.02,11.91,1.3,,closing,football-data:2526:SP1
2025-10-18,La Liga,Sevilla,Mallorca,1,3,1.83,3.38,4.63,2.15,,closing,football-data:2526:SP1
2025-10-18,La Liga,Villarreal,Betis,2,2,2.06,3.62,3.35,1.53,,closing,football-data:2526:SP1
2025-10-18,Ligue 1,Angers,Monaco,1,1,5.28,4.03,1.61,1.76,,closing,football-data:2526:F1
2025-10-18,Ligue 1,Marseille,Le Havre,6,2,1.32,5.32,8.98,1.57,,closing,football-data:2526:F1
2025-10-18,Ligue 1,Nice,Lyon,3,2,2.23,3.49,3.08,1.71,,closing,football-data:2526:F1
2025-10-18,Premier League,Brighton,Newcastle,2,1,2.86,3.44,2.42,1.75,,closing,football-data:2526:E0
2025-10-18,Premier League,Burnley,Leeds,2,0,3.48,3.22,2.19,2.26,,closing,football-data:2526:E0
2025-10-18,Premier League,Crystal Palace,Bournemouth,3,3,2.13,3.39,3.44,1.8,,closing,football-data:2526:E0
2025-10-18,Premier League,Fulham,Arsenal,0,1,6.77,4.18,1.5,1.91,,closing,football-data:2526:E0
2025-10-18,Premier League,Man City,Everton,2,0,1.44,4.46,7.29,1.67,,closing,football-data:2526:E0
2025-10-18,Premier League,Nott'm Forest,Chelsea,0,3,3.07,3.43,2.27,1.82,,closing,football-data:2526:E0
2025-10-18,Premier League,Sunderland,Wolves,2,0,2.49,3.03,3.08,2.37,,closing,football-data:2526:E0
2025-10-18,Serie A,Lecce,Sassuolo,0,0,2.85,3.01,2.66,2.24,,closing,football-data:2526:I1
2025-10-18,Serie A,Pisa,Verona,0,0,2.68,2.88,2.94,2.56,,closing,football-data:2526:I1
2025-10-18,Serie A,Roma,Inter,0,1,3.51,3.22,2.15,2.03,,closing,football-data:2526:I1
2025-10-18,Serie A,Torino,Napoli,1,0,5.02,3.23,1.81,2.32,,closing,football-data:2526:I1
2025-10-19,Bundesliga,Freiburg,Ein Frankfurt,2,2,2.46,3.54,2.69,1.6,,closing,football-data:2526:D1
2025-10-19,Bundesliga,St Pauli,Hoffenheim,0,3,2.65,3.4,2.57,1.76,,closing,football-data:2526:D1
2025-10-19,La Liga,Celta,Sociedad,1,1,1.98,3.41,3.82,1.96,,closing,football-data:2526:SP1
2025-10-19,La Liga,Elche,Ath Bilbao,0,0,3.97,3.29,1.99,2.16,,closing,football-data:2526:SP1
2025-10-19,La Liga,Getafe,Real Madrid,0,1,7.14,4.42,1.44,1.89,,closing,football-data:2526:SP1
2025-10-19,La Liga,Levante,Vallecano,0,3,2.63,3.25,2.69,1.96,,closing,football-data:2526:SP1
2025-10-19,Ligue 1,Lens,Paris FC,2,1,1.79,3.83,4.15,1.63,,closing,football-data:2526:F1
2025-10-19,Ligue 1,Lorient,Brest,3,3,2.71,3.23,2.61,1.95,,closing,football-data:2526:F1
2025-10-19,Ligue 1,Nantes,Lille,0,2,5.31,3.88,1.62,1.81,,closing,football-data:2526:F1
2025-10-19,Ligue 1,Rennes,Auxerre,2,2,1.83,3.65,4.18,1.75,,closing,football-data:2526:F1
2025-10-19,Ligue 1,Toulouse,Metz,4,0,1.52,4.26,6.0,1.72,,closing,football-data:2526:F1
2025-10-19,Premier League,Liverpool,Man United,1,2,1.67,4.3,4.55,1.44,,closing,football-data:2526:E0
2025-10-19,Premier League,Tottenham,Aston Villa,1,2,2.24,3.36,3.21,1.83,,closing,football-data:2526:E0
2025-10-19,Serie A,Atalanta,Lazio,0,0,1.82,3.67,4.21,1.79,,closing,football-data:2526:I1
2025-10-19,Serie A,Cagliari,Bologna,0,2,3.82,3.19,2.06,2.2,,closing,football-data:2526:I1
2025-10-19,Serie A,Como,Juventus,2,0,3.17,3.17,2.33,2.06,,closing,football-data:2526:I1
2025-10-19,Serie A,Genoa,Parma,0,0,2.23,2.9,3.72,2.62,,closing,football-data:2526:I1
2025-10-19,Serie A,Milan,Fiorentina,2,1,1.68,3.63,5.27,2.06,,closing,football-data:2526:I1
2025-10-20,La Liga,Alaves,Valencia,0,0,2.18,3.11,3.59,2.28,,closing,football-data:2526:SP1
2025-10-20,Premier League,West Ham,Brentford,0,2,2.75,3.29,2.57,1.9,,closing,football-data:2526:E0
2025-10-20,Serie A,Cremonese,Udinese,1,1,3.15,3.07,2.4,2.22,,closing,football-data:2526:I1
2025-10-24,Bundesliga,Werder Bremen,Union Berlin,1,0,2.29,3.46,2.99,1.69,,closing,football-data:2526:D1
2025-10-24,La Liga,Sociedad,Sevilla,2,1,1.94,3.5,3.88,1.92,,closing,football-data:2526:SP1
2025-10-24,Ligue 1,Paris FC,Nantes,1,2,1.57,4.07,5.61,1.73,,closing,football-data:2526:F1
2025-10-24,Premier League,Leeds,West Ham,2,1,1.79,3.64,4.56,1.97,,closing,football-data:2526:E0
2025-10-24,Serie A,Milan,Pisa,2,2,1.31,5.14,9.72,1.77,,closing,football-data:2526:I1
2025-10-25,Bundesliga,Augsburg,RB Leipzig,0,6,3.23,3.8,2.04,1.48,,closing,football-data:2526:D1
2025-10-25,Bundesliga,Dortmund,FC Koln,1,0,1.37,5.12,7.38,1.45,,closing,football-data:2526:D1
2025-10-25,Bundesliga,Ein Frankfurt,St Pauli,2,0,1.64,4.26,4.59,1.48,,closing,football-data:2526:D1
2025-10-25,Bundesliga,Hamburg,Wolfsburg,0,1,2.16,3.66,3.08,1.54,,closing,football-data:2526:D1
2025-10-25,Bundesliga,Hoffenheim,Heidenheim,3,1,1.57,4.37,5.13,1.49,,closing,football-data:2526:D1
2025-10-25,Bundesliga,M'gladbach,Bayern Munich,0,3,9.37,6.73,1.24,1.24,,closing,football-data:2526:D1
2025-10-25,La Liga,Ath Bilbao,Getafe,0,1,1.61,3.5,6.53,2.66,,closing,football-data:2526:SP1
2025-10-25,La Liga,Espanol,Elche,1,0,1.97,3.33,3.99,2.08,,closing,football-data:2526:SP1
2025-10-25,La Liga,Girona,Oviedo,3,3,1.74,3.56,4.95,2.01,,closing,football-data:2526:SP1
2025-10-25,La Liga,Valencia,Villarreal,0,2,3.61,3.49,2.02,1.8,,closing,football-data:2526:SP1
2025-10-25,Ligue 1,Brest,Paris SG,0,3,8.17,5.47,1.32,1.43,,closing,football-data:2526:F1
2025-10-25,Ligue 1,Lens,Marseille,2,1,2.52,3.47,2.67,1.68,,closing,football-data:2526:F1
2025-10-25,Ligue 1,Monaco,Toulouse,1,0,2.06,3.57,3.31,1.63,,closing,football-data:2526:F1
2025-10-25,Premier League,Brentford,Liverpool,3,2,3.92,4.01,1.82,1.53,,closing,football-data:2526:E0
2025-10-25,Premier League,Chelsea,Sunderland,1,2,1.44,4.52,7.2,1.7,,closing,football-data:2526:E0
2025-10-25,Premier League,Man United,Brighton,4,2,1.99,3.85,3.41,1.5,,closing,football-data:2526:E0
2025-10-25,Premier League,Newcastle,Fulham,2,1,1.6,3.99,5.62,1.8,,closing,football-data:2526:E0
2025-10-25,Serie A,Cremonese,Atalanta,1,1,6.93,4.55,1.44,1.59,,closing,football-data:2526:I1
2025-10-25,Serie A,Napoli,Inter,3,1,3.48,3.16,2.19,1.95,,closing,football-data:2526:I1
2025-10-25,Serie A,Parma,Como,0,0,4.23,3.19,1.96,2.27,,closing,football-data:2526:I1
2025-10-25,Serie A,Udinese,Lecce,3,2,1.96,3.14,4.33,2.27,,closing,football-data:2526:I1
2025-10-26,Bundesliga,Leverkusen,Freiburg,2,0,1.96,3.6,3.68,1.76,,closing,football-data:2526:D1
2025-10-26,Bundesliga,Stuttgart,Mainz,2,1,2.06,3.61,3.33,1.63,,closing,football-data:2526:D1
2025-10-26,La Liga,Mallorca,Levante,1,1,1.94,3.36,4.04,2.02,,closing,football-data:2526:SP1
2025-10-26,La Liga,Osasuna,Celta,2,3,2.37,3.16,3.11,2.14,,closing,football-data:2526:SP1
2025-10-26,La Liga,Real Madrid,Barcelona,2,1,1.85,4.28,3.52,1.27,,closing,football-data:2526:SP1
2025-10-26,La Liga,Vallecano,Alaves,1,0,2.2,3.01,3.7,2.59,,closing,football-data:2526:SP1
2025-10-26,Ligue 1,Angers,Lorient,2,0,2.71,3.03,2.76,2.36,,closing,football-data:2526:F1
2025-10-26,Ligue 1,Auxerre,Le Havre,0,1,2.08,3.31,3.59,2.05,,closing,football-data:2526:F1
2025-10-26,Ligue 1,Lille,Metz,6,1,1.23,6.36,11.36,1.44,,closing,football-data:2526:F1
2025-10-26,Ligue 1,Lyon,Strasbourg,2,1,1.92,3.67,3.75,1.65,,closing,football-data:2526:F1
2025-10-26,Ligue 1,Rennes,Nice,1,2,2.05,3.61,3.4,1.66,,closing,football-data:2526:F1
2025-10-26,Premier League,Arsenal,Crystal Palace,1,0,1.38,4.91,8.08,1.66,,closing,football-data:2526:E0
2025-10-26,Premier League,Aston Villa,Man City,1,0,4.16,3.77,1.82,1.68,,closing,football-data:2526:E0
2025-10-26,Premier League,Bournemouth,Nott'm Forest,2,0,1.95,3.59,3.82,1.81,,closing,football-data:2526:E0
